country_or_area,commodity_transaction,year,unit,quantity,quantity_footnotes,category
Mexico,Aviation gasoline - Final consumption,2012,"Metric tons,  thousand",8,,aviation_gasoline
Mexico,Aviation gasoline - Final consumption,2011,"Metric tons,  thousand",9,,aviation_gasoline
Mexico,Aviation gasoline - Final consumption,2010,"Metric tons,  thousand",20,,aviation_gasoline
Mexico,Aviation gasoline - Final consumption,2009,"Metric tons,  thousand",20,,aviation_gasoline
Mexico,Aviation gasoline - Final consumption,2008,"Metric tons,  thousand",21,,aviation_gasoline
Mexico,Aviation gasoline - Final consumption,2007,"Metric tons,  thousand",20,,aviation_gasoline
Mexico,Aviation gasoline - Final consumption,2006,"Metric tons,  thousand",19,,aviation_gasoline
Mexico,Aviation gasoline - Final consumption,2005,"Metric tons,  thousand",18,,aviation_gasoline
Mexico,Aviation gasoline - Final consumption,2004,"Metric tons,  thousand",16,,aviation_gasoline
Mexico,Aviation gasoline - Final consumption,2003,"Metric tons,  thousand",17,,aviation_gasoline
Mexico,Aviation gasoline - Final consumption,2002,"Metric tons,  thousand",17,,aviation_gasoline
Mexico,Aviation gasoline - Final consumption,2001,"Metric tons,  thousand",16,,aviation_gasoline
Mexico,Aviation gasoline - Final consumption,2000,"Metric tons,  thousand",18,,aviation_gasoline
Mexico,Aviation gasoline - Final consumption,1999,"Metric tons,  thousand",20,,aviation_gasoline
Mexico,Aviation gasoline - Final consumption,1998,"Metric tons,  thousand",0,,aviation_gasoline
Mexico,Aviation gasoline - Final consumption,1997,"Metric tons,  thousand",0,,aviation_gasoline
Mexico,Aviation gasoline - Final consumption,1996,"Metric tons,  thousand",0,,aviation_gasoline
Mexico,Aviation gasoline - Final consumption,1995,"Metric tons,  thousand",0,,aviation_gasoline
Mexico,Aviation gasoline - Final consumption,1994,"Metric tons,  thousand",0,,aviation_gasoline
Mexico,Aviation gasoline - Final consumption,1993,"Metric tons,  thousand",0,,aviation_gasoline
Mexico,Aviation gasoline - Final consumption,1992,"Metric tons,  thousand",0,,aviation_gasoline
Mexico,Aviation gasoline - Final consumption,1991,"Metric tons,  thousand",0,,aviation_gasoline
Mexico,Aviation gasoline - Final consumption,1990,"Metric tons,  thousand",0,,aviation_gasoline
Mexico,Aviation gasoline - Final energy consumption,2014,"Metric tons,  thousand",14,,aviation_gasoline
Mexico,Aviation gasoline - Final energy consumption,2013,"Metric tons,  thousand",8,,aviation_gasoline
Mexico,Aviation gasoline - Final energy consumption,2012,"Metric tons,  thousand",8,,aviation_gasoline
Mexico,Aviation gasoline - Final energy consumption,2011,"Metric tons,  thousand",9,,aviation_gasoline
Mexico,Aviation gasoline - Final energy consumption,2010,"Metric tons,  thousand",20,,aviation_gasoline
Mexico,Aviation gasoline - Final energy consumption,2009,"Metric tons,  thousand",20,,aviation_gasoline
Mexico,Aviation gasoline - Final energy consumption,2008,"Metric tons,  thousand",21,,aviation_gasoline
Mexico,Aviation gasoline - Final energy consumption,2007,"Metric tons,  thousand",20,,aviation_gasoline
Mexico,Aviation gasoline - Final energy consumption,2006,"Metric tons,  thousand",19,,aviation_gasoline
Mexico,Aviation gasoline - Final energy consumption,2005,"Metric tons,  thousand",18,,aviation_gasoline
Mexico,Aviation gasoline - Final energy consumption,2004,"Metric tons,  thousand",16,,aviation_gasoline
Mexico,Aviation gasoline - Final energy consumption,2003,"Metric tons,  thousand",17,,aviation_gasoline
Mexico,Aviation gasoline - Final energy consumption,2002,"Metric tons,  thousand",17,,aviation_gasoline
Mexico,Aviation gasoline - Final energy consumption,2001,"Metric tons,  thousand",16,,aviation_gasoline
Mexico,Aviation gasoline - Final energy consumption,2000,"Metric tons,  thousand",18,,aviation_gasoline
Mexico,Aviation gasoline - Final energy consumption,1999,"Metric tons,  thousand",20,,aviation_gasoline
Mexico,Aviation gasoline - Final energy consumption,1998,"Metric tons,  thousand",0,,aviation_gasoline
Mexico,Aviation gasoline - Final energy consumption,1997,"Metric tons,  thousand",0,,aviation_gasoline
Mexico,Aviation gasoline - Final energy consumption,1996,"Metric tons,  thousand",0,,aviation_gasoline
Mexico,Aviation gasoline - Final energy consumption,1995,"Metric tons,  thousand",0,,aviation_gasoline
Mexico,Aviation gasoline - Final energy consumption,1994,"Metric tons,  thousand",0,,aviation_gasoline
Mexico,Aviation gasoline - Final energy consumption,1993,"Metric tons,  thousand",0,,aviation_gasoline
Mexico,Aviation gasoline - Final energy consumption,1992,"Metric tons,  thousand",0,,aviation_gasoline
Mexico,Aviation gasoline - Final energy consumption,1991,"Metric tons,  thousand",0,,aviation_gasoline
Mexico,Aviation gasoline - Final energy consumption,1990,"Metric tons,  thousand",0,,aviation_gasoline
Mexico,Aviation gasoline - Imports,2014,"Metric tons,  thousand",18,,aviation_gasoline
Mexico,Aviation gasoline - Imports,2013,"Metric tons,  thousand",19,,aviation_gasoline
Mexico,Aviation gasoline - Imports,2012,"Metric tons,  thousand",19,,aviation_gasoline
Mexico,Aviation gasoline - Imports,2011,"Metric tons,  thousand",22,,aviation_gasoline
Mexico,Aviation gasoline - Imports,2010,"Metric tons,  thousand",20,,aviation_gasoline
Mexico,Aviation gasoline - Imports,2009,"Metric tons,  thousand",20,,aviation_gasoline
Mexico,Aviation gasoline - Imports,2008,"Metric tons,  thousand",20,,aviation_gasoline
Mexico,Aviation gasoline - Imports,2007,"Metric tons,  thousand",20,,aviation_gasoline
Mexico,Aviation gasoline - Imports,2006,"Metric tons,  thousand",18,,aviation_gasoline
Mexico,Aviation gasoline - Imports,2005,"Metric tons,  thousand",18,,aviation_gasoline
Mexico,Aviation gasoline - Imports,2004,"Metric tons,  thousand",13,,aviation_gasoline
Mexico,Aviation gasoline - Imports,2003,"Metric tons,  thousand",4,,aviation_gasoline
Mexico,Aviation gasoline - Imports,2002,"Metric tons,  thousand",1,,aviation_gasoline
Mexico,Aviation gasoline - Imports,1997,"Metric tons,  thousand",3,,aviation_gasoline
Mexico,Aviation gasoline - Imports,1996,"Metric tons,  thousand",1,,aviation_gasoline
Mexico,Aviation gasoline - Imports,1995,"Metric tons,  thousand",11,,aviation_gasoline
Mexico,Aviation gasoline - Imports,1994,"Metric tons,  thousand",13,,aviation_gasoline
Mexico,Aviation gasoline - Imports,1993,"Metric tons,  thousand",12,,aviation_gasoline
Mexico,Aviation gasoline - Imports,1992,"Metric tons,  thousand",12,,aviation_gasoline
Mexico,Aviation gasoline - Imports,1991,"Metric tons,  thousand",7,,aviation_gasoline
Mexico,Aviation gasoline - International aviation bunkers,2014,"Metric tons,  thousand",12,,aviation_gasoline
Mexico,Aviation gasoline - International aviation bunkers,2013,"Metric tons,  thousand",11,,aviation_gasoline
Mexico,Aviation gasoline - International aviation bunkers,2012,"Metric tons,  thousand",11,,aviation_gasoline
Mexico,Aviation gasoline - International aviation bunkers,2011,"Metric tons,  thousand",12,,aviation_gasoline
Mexico,Aviation gasoline - International aviation bunkers,2010,"Metric tons,  thousand",23,,aviation_gasoline
Mexico,Aviation gasoline - International aviation bunkers,2009,"Metric tons,  thousand",23,,aviation_gasoline
Mexico,Aviation gasoline - International aviation bunkers,2008,"Metric tons,  thousand",24,,aviation_gasoline
Mexico,Aviation gasoline - International aviation bunkers,2007,"Metric tons,  thousand",23,,aviation_gasoline
Mexico,Aviation gasoline - International aviation bunkers,2006,"Metric tons,  thousand",24,,aviation_gasoline
Mexico,Aviation gasoline - International aviation bunkers,2005,"Metric tons,  thousand",25,,aviation_gasoline
Mexico,Aviation gasoline - International aviation bunkers,2004,"Metric tons,  thousand",23,,aviation_gasoline
Mexico,Aviation gasoline - International aviation bunkers,2003,"Metric tons,  thousand",25,,aviation_gasoline
Mexico,Aviation gasoline - International aviation bunkers,2002,"Metric tons,  thousand",24,,aviation_gasoline
Mexico,Aviation gasoline - International aviation bunkers,2001,"Metric tons,  thousand",22,,aviation_gasoline
Mexico,Aviation gasoline - International aviation bunkers,2000,"Metric tons,  thousand",21,,aviation_gasoline
Mexico,Aviation gasoline - International aviation bunkers,1999,"Metric tons,  thousand",23,,aviation_gasoline
Mexico,Aviation gasoline - International aviation bunkers,1998,"Metric tons,  thousand",25,,aviation_gasoline
Mexico,Aviation gasoline - International aviation bunkers,1997,"Metric tons,  thousand",26,,aviation_gasoline
Mexico,Aviation gasoline - International aviation bunkers,1996,"Metric tons,  thousand",27,,aviation_gasoline
Mexico,Aviation gasoline - International aviation bunkers,1995,"Metric tons,  thousand",93,,aviation_gasoline
Mexico,Aviation gasoline - International aviation bunkers,1994,"Metric tons,  thousand",34,,aviation_gasoline
Mexico,Aviation gasoline - International aviation bunkers,1993,"Metric tons,  thousand",28,,aviation_gasoline
Mexico,Aviation gasoline - International aviation bunkers,1992,"Metric tons,  thousand",35,,aviation_gasoline
Mexico,Aviation gasoline - International aviation bunkers,1991,"Metric tons,  thousand",42,,aviation_gasoline
Mexico,Aviation gasoline - International aviation bunkers,1990,"Metric tons,  thousand",41,,aviation_gasoline
Mexico,Aviation gasoline - Production,2007,"Metric tons,  thousand",1,,aviation_gasoline
Mexico,Aviation gasoline - Production,2006,"Metric tons,  thousand",2,,aviation_gasoline
Mexico,Aviation gasoline - Production,2005,"Metric tons,  thousand",2,,aviation_gasoline
Mexico,Aviation gasoline - Production,2004,"Metric tons,  thousand",6,,aviation_gasoline
Mexico,Aviation gasoline - Production,2003,"Metric tons,  thousand",13,,aviation_gasoline
Mexico,Aviation gasoline - Production,2002,"Metric tons,  thousand",5,,aviation_gasoline
Mexico,Aviation gasoline - Production,2001,"Metric tons,  thousand",16,,aviation_gasoline
Mexico,Aviation gasoline - Production,2000,"Metric tons,  thousand",17,,aviation_gasoline
Mexico,Aviation gasoline - Production,1999,"Metric tons,  thousand",23,,aviation_gasoline
Mexico,Aviation gasoline - Production,1998,"Metric tons,  thousand",25,,aviation_gasoline
Mexico,Aviation gasoline - Production,1997,"Metric tons,  thousand",27,,aviation_gasoline
Mexico,Aviation gasoline - Production,1996,"Metric tons,  thousand",23,,aviation_gasoline
Mexico,Aviation gasoline - Production,1995,"Metric tons,  thousand",17,,aviation_gasoline
Mexico,Aviation gasoline - Production,1991,"Metric tons,  thousand",5,,aviation_gasoline
Mexico,Aviation gasoline - Production,1990,"Metric tons,  thousand",31,,aviation_gasoline
Mexico,Aviation gasoline - production from refineries,2007,"Metric tons,  thousand",1,,aviation_gasoline
Mexico,Aviation gasoline - production from refineries,2006,"Metric tons,  thousand",2,,aviation_gasoline
Mexico,Aviation gasoline - production from refineries,2005,"Metric tons,  thousand",2,,aviation_gasoline
Mexico,Aviation gasoline - production from refineries,2004,"Metric tons,  thousand",6,,aviation_gasoline
Mexico,Aviation gasoline - production from refineries,2003,"Metric tons,  thousand",13,,aviation_gasoline
Mexico,Aviation gasoline - production from refineries,2002,"Metric tons,  thousand",5,,aviation_gasoline
Mexico,Aviation gasoline - production from refineries,2001,"Metric tons,  thousand",16,,aviation_gasoline
Mexico,Aviation gasoline - production from refineries,2000,"Metric tons,  thousand",17,,aviation_gasoline
Mexico,Aviation gasoline - production from refineries,1999,"Metric tons,  thousand",23,,aviation_gasoline
Mexico,Aviation gasoline - production from refineries,1998,"Metric tons,  thousand",25,,aviation_gasoline
Mexico,Aviation gasoline - production from refineries,1997,"Metric tons,  thousand",27,,aviation_gasoline
Mexico,Aviation gasoline - production from refineries,1996,"Metric tons,  thousand",23,,aviation_gasoline
Mexico,Aviation gasoline - production from refineries,1995,"Metric tons,  thousand",17,,aviation_gasoline
Mexico,Aviation gasoline - production from refineries,1991,"Metric tons,  thousand",5,,aviation_gasoline
Mexico,Aviation gasoline - production from refineries,1990,"Metric tons,  thousand",31,,aviation_gasoline
Mexico,Aviation gasoline - Stock changes,2011,"Metric tons,  thousand",1,,aviation_gasoline
Mexico,Aviation gasoline - Stock changes,2008,"Metric tons,  thousand",-1,,aviation_gasoline
Mexico,Aviation gasoline - Stock changes,2007,"Metric tons,  thousand",0,,aviation_gasoline
Mexico,Aviation gasoline - Stock changes,2006,"Metric tons,  thousand",0,,aviation_gasoline
Mexico,Aviation gasoline - Stock changes,2005,"Metric tons,  thousand",0,,aviation_gasoline
Mexico,Aviation gasoline - Stock changes,2004,"Metric tons,  thousand",0,,aviation_gasoline
Mexico,Aviation gasoline - Stock changes,2003,"Metric tons,  thousand",0,,aviation_gasoline
Mexico,Aviation gasoline - Stock changes,2002,"Metric tons,  thousand",0,,aviation_gasoline
Mexico,Aviation gasoline - Stock changes,2001,"Metric tons,  thousand",0,,aviation_gasoline
Mexico,Aviation gasoline - Stock changes,2000,"Metric tons,  thousand",-3,,aviation_gasoline
Mexico,Aviation gasoline - Stock changes,1999,"Metric tons,  thousand",1,,aviation_gasoline
Mexico,Aviation gasoline - Stock changes,1998,"Metric tons,  thousand",-1,,aviation_gasoline
Mexico,Aviation gasoline - Stock changes,1997,"Metric tons,  thousand",3,,aviation_gasoline
Mexico,Aviation gasoline - Stock changes,1996,"Metric tons,  thousand",-1,,aviation_gasoline
Mexico,Aviation gasoline - Stock changes,1995,"Metric tons,  thousand",2,,aviation_gasoline
Mexico,Aviation gasoline - Stock changes,1993,"Metric tons,  thousand",-1,,aviation_gasoline
Mexico,Aviation gasoline - Stock changes,1991,"Metric tons,  thousand",-1,,aviation_gasoline
Mexico,Aviation gasoline - Total energy supply,2014,"Metric tons,  thousand",6,,aviation_gasoline
Mexico,Aviation gasoline - Total energy supply,2013,"Metric tons,  thousand",8,,aviation_gasoline
Mexico,Aviation gasoline - Total energy supply,2012,"Metric tons,  thousand",8,,aviation_gasoline
Mexico,Aviation gasoline - Total energy supply,2011,"Metric tons,  thousand",9,,aviation_gasoline
Mexico,Aviation gasoline - Total energy supply,2010,"Metric tons,  thousand",-3,,aviation_gasoline
Mexico,Aviation gasoline - Total energy supply,2009,"Metric tons,  thousand",-3,,aviation_gasoline
Mexico,Aviation gasoline - Total energy supply,2008,"Metric tons,  thousand",-3,,aviation_gasoline
Mexico,Aviation gasoline - Total energy supply,2007,"Metric tons,  thousand",-2,,aviation_gasoline
Mexico,Aviation gasoline - Total energy supply,2006,"Metric tons,  thousand",-4,,aviation_gasoline
Mexico,Aviation gasoline - Total energy supply,2005,"Metric tons,  thousand",-5,,aviation_gasoline
Mexico,Aviation gasoline - Total energy supply,2004,"Metric tons,  thousand",-4,,aviation_gasoline
Mexico,Aviation gasoline - Total energy supply,2003,"Metric tons,  thousand",-8,,aviation_gasoline
Mexico,Aviation gasoline - Total energy supply,2002,"Metric tons,  thousand",-18,,aviation_gasoline
Mexico,Aviation gasoline - Total energy supply,2001,"Metric tons,  thousand",-6,,aviation_gasoline
